Date,Sector,Sector_Log_Return
2017-04-21,Consumer Cyclical,0.023998511411351987
2017-04-21,Consumer Defensive,0.0020258603948740267
2017-04-21,Energy,0.003510558800993204
2017-04-21,Financial Services,0.03242532087507563
2017-04-21,Healthcare,0.018897482587585345
2017-04-21,Industrials,0.031930965276027706
2017-04-21,Real Estate,-0.008666065607528447
2017-04-21,Technology,0.03205397814687233
2017-04-21,Utilities,-0.005398608544692914
2017-04-28,Basic Materials,0.0016198851826771752
2017-04-28,Communication Services,0.03211732815742096
2017-04-28,Consumer Cyclical,0.016168373646998784
2017-04-28,Consumer Defensive,-0.010170683915221872
2017-04-28,Energy,-0.01821291205024609
2017-04-28,Financial Services,-0.004333153711982267
2017-04-28,Healthcare,0.015192151935750495
2017-04-28,Industrials,-0.0028620018625714378
2017-04-28,Real Estate,-0.0006743507643869381
2017-04-28,Technology,0.0025726100482328434
2017-04-28,Utilities,-0.00876198482564421
2017-05-05,Basic Materials,-0.013088738295055585
2017-05-05,Communication Services,0.0033444326924339986
2017-05-05,Consumer Cyclical,0.012208589391056146
2017-05-05,Consumer Defensive,0.004212328617490853
2017-05-05,Energy,-0.006790984992000308
2017-05-05,Financial Services,-0.0010408576069396676
2017-05-05,Healthcare,0.00017786640682731402
2017-05-05,Industrials,0.0017105400277533712
2017-05-05,Real Estate,-0.010366755251137784
2017-05-05,Technology,0.009230603328059788
2017-05-05,Utilities,-0.005129745538065161
2017-05-12,Basic Materials,0.00929396222737505
2017-05-12,Communication Services,0.004321428054417118
2017-05-12,Consumer Cyclical,-0.007066115981661844
2017-05-12,Consumer Defensive,0.0014995109880747938
2017-05-12,Energy,0.00803732577126694
2017-05-12,Financial Services,0.005145808342110916
2017-05-12,Healthcare,-0.00020044083586494795
2017-05-12,Industrials,-0.004073337899855725
2017-05-12,Real Estate,0.0003079977628603726
2017-05-12,Technology,0.05790978145511324
2017-05-12,Utilities,0.005490805291180955
2017-05-19,Basic Materials,-0.004717025351932642
2017-05-19,Communication Services,0.0010270646917500076
2017-05-19,Consumer Cyclical,-0.01210671396104035
2017-05-19,Consumer Defensive,0.019302742495950147
2017-05-19,Energy,0.00030720661498255595
2017-05-19,Financial Services,-0.002062800567967492
2017-05-19,Healthcare,0.004290299294867175
2017-05-19,Industrials,0.006197411922572269
2017-05-19,Real Estate,0.017792058345368976
2017-05-19,Technology,-0.009637204091955452
2017-05-19,Utilities,0.019131790046479594
2017-05-26,Basic Materials,0.0042988542026342275
2017-05-26,Communication Services,0.024373025176411107
2017-05-26,Consumer Cyclical,0.026616063787029656
2017-05-26,Consumer Defensive,0.017773299202413627
2017-05-26,Energy,-0.03471800574864441
2017-05-26,Financial Services,-0.0009182522337631893
2017-05-26,Healthcare,0.007164357163272065
2017-05-26,Industrials,0.00538157453114721
2017-05-26,Real Estate,0.002878871743491818
2017-05-26,Technology,0.02209652974501094
2017-05-26,Utilities,0.014899645833795433
2017-06-02,Basic Materials,0.010502692441025297
2017-06-02,Communication Services,0.0015775387339916106
2017-06-02,Consumer Cyclical,0.013518591662866735
2017-06-02,Consumer Defensive,0.010759266384203924
2017-06-02,Energy,0.003894208471991787
2017-06-02,Financial Services,0.0029030890579881037
2017-06-02,Healthcare,0.01705284740267194
2017-06-02,Industrials,0.0017555016432801416
2017-06-02,Real Estate,0.003255109438790757
2017-06-02,Technology,0.02019524415926111
2017-06-02,Utilities,0.007807679154137722
2017-06-09,Basic Materials,0.022609118588400808
2017-06-09,Communication Services,-0.022502931393271065
2017-06-09,Consumer Cyclical,0.007021575871795233
2017-06-09,Consumer Defensive,-0.00710839581464791
2017-06-09,Energy,0.023757668644876082
2017-06-09,Financial Services,0.031468275331887646
2017-06-09,Healthcare,0.006592581994503971
2017-06-09,Industrials,0.013163849592126398
2017-06-09,Real Estate,0.005612097969501247
2017-06-09,Technology,-0.018082781902464495
2017-06-09,Utilities,-0.002445478963683954
2017-06-16,Basic Materials,-0.02730016384160587
2017-06-16,Communication Services,-0.0018436072131271203
2017-06-16,Consumer Cyclical,-0.0025861250022594217
2017-06-16,Consumer Defensive,-0.019277875812694124
2017-06-16,Energy,-0.027670496977511966
2017-06-16,Financial Services,0.0003123239561939364
2017-06-16,Healthcare,0.016748163298898926
2017-06-16,Industrials,0.001986252994365955
2017-06-16,Real Estate,0.012965852794505378
2017-06-16,Technology,-0.0009728028223623391
2017-06-16,Utilities,0.013625704523174681
2017-06-23,Basic Materials,0.0003026347754961411
2017-06-23,Communication Services,-0.016981185740943795
2017-06-23,Consumer Cyclical,-0.014169215657531915
2017-06-23,Consumer Defensive,-0.014634539455658378
2017-06-23,Energy,-0.0030276645049064042
2017-06-23,Financial Services,-0.0067981696141022
2017-06-23,Healthcare,0.008235245813427002
2017-06-23,Industrials,-0.013364453562185826
2017-06-23,Real Estate,0.005991635916690527
2017-06-23,Technology,-0.010561573256730449
2017-06-23,Utilities,-0.014576739354049217
2017-06-30,Basic Materials,0.00670385502431684
2017-06-30,Communication Services,-0.01973799861863472
2017-06-30,Consumer Cyclical,-0.0026032353726391333
2017-06-30,Consumer Defensive,-0.005027532240894408
2017-06-30,Energy,0.030936048214639415
2017-06-30,Financial Services,0.022614494338103225
2017-06-30,Healthcare,-0.0035112293252555177
2017-06-30,Industrials,0.013328361391340532
2017-06-30,Real Estate,-0.0033776510302518537
2017-06-30,Technology,-0.022865691435886227
2017-06-30,Utilities,-0.020335187807808224
2017-07-07,Basic Materials,0.004804095280292489
2017-07-07,Communication Services,0.02716756724803006
2017-07-07,Consumer Cyclical,-0.01618453091182022
2017-07-07,Consumer Defensive,-0.020224871268989947
2017-07-07,Energy,-0.0363649024412109
2017-07-07,Financial Services,0.00037890907225434446
2017-07-07,Healthcare,-0.003821793169455924
2017-07-07,Industrials,0.004251801451342075
2017-07-07,Real Estate,-0.02798995132874253
2017-07-07,Technology,0.039973906086381523
2017-07-07,Utilities,-0.006292285900200993
2017-07-14,Basic Materials,0.012800327209416342
2017-07-14,Communication Services,0.04298274823264635
2017-07-14,Consumer Cyclical,0.011005542151162081
2017-07-14,Consumer Defensive,0.01760242628186236
2017-07-14,Energy,0.022609273197064815
2017-07-14,Financial Services,0.003965625636879552
2017-07-14,Healthcare,0.010486750832492918
2017-07-14,Industrials,0.0053050984770070106
2017-07-14,Real Estate,0.026973527369166674
2017-07-14,Technology,0.031413831355815
2017-07-14,Utilities,0.018447077982851307
2017-07-21,Basic Materials,0.02706762990230269
2017-07-21,Communication Services,0.0002982296830342382
2017-07-21,Consumer Cyclical,0.007877922549002865
2017-07-21,Consumer Defensive,0.01170808805635961
2017-07-21,Energy,0.014901164788958716
2017-07-21,Financial Services,0.018566449014768092
2017-07-21,Healthcare,0.005882415402764494
2017-07-21,Industrials,-0.0010754684822889935
2017-07-21,Real Estate,0.005324378897210006
2017-07-21,Technology,0.006027133809090204
2017-07-21,Utilities,0.006460836684293701
2017-07-28,Basic Materials,-0.023064363048395452
2017-07-28,Communication Services,0.0026705469809467576
2017-07-28,Consumer Cyclical,-0.012696696681066306
2017-07-28,Consumer Defensive,0.008762160751796564
2017-07-28,Energy,0.01573988206607398
2017-07-28,Financial Services,0.0034399010255416343
2017-07-28,Healthcare,-0.011669843989738905
2017-07-28,Industrials,-0.009789163717688091
2017-07-28,Real Estate,0.007844904252882179
2017-07-28,Technology,-0.014367875041768625
2017-07-28,Utilities,0.01586030078636918
2017-08-04,Basic Materials,-0.00914982415399329
2017-08-04,Communication Services,-0.0019105100875388685
2017-08-04,Consumer Cyclical,0.02332642054364212
2017-08-04,Consumer Defensive,0.00023202697368446485
2017-08-04,Energy,-0.01662417025187565
2017-08-04,Financial Services,0.002218169346324727
2017-08-04,Healthcare,-0.006167141935602728
2017-08-04,Industrials,0.006935093267923822
2017-08-04,Real Estate,-0.009342759376522118
2017-08-04,Technology,0.012387615301922023
2017-08-04,Utilities,0.011169968575049736
2017-08-11,Basic Materials,-0.005527083399139079
2017-08-11,Communication Services,-0.009511615104823665
2017-08-11,Consumer Cyclical,-0.01531853113762847
2017-08-11,Consumer Defensive,0.002940921349629563
2017-08-11,Energy,-0.02372351270518116
2017-08-11,Financial Services,-0.004244066475092263
2017-08-11,Healthcare,0.0006271980300802681
2017-08-11,Industrials,-0.00939976866274256
2017-08-11,Real Estate,0.004414971888787663
2017-08-11,Technology,0.002217824333225806
2017-08-11,Utilities,0.005530953731174226
2017-08-18,Basic Materials,0.00964357317831399
2017-08-18,Communication Services,0.00014073028264769766
2017-08-18,Consumer Cyclical,-0.011582539479060693
2017-08-18,Consumer Defensive,0.001211190435751143
2017-08-18,Energy,-0.01428022753784415
2017-08-18,Financial Services,-0.005360859090843223
2017-08-18,Healthcare,0.0027746012356828715
2017-08-18,Industrials,-0.005486749532814345
2017-08-18,Real Estate,0.003328872380312509
2017-08-18,Technology,-0.003950571790076834
2017-08-18,Utilities,0.008078160145785142
2017-08-25,Basic Materials,0.003027864226791699
2017-08-25,Communication Services,-0.006042560797476966
2017-08-25,Consumer Cyclical,-0.00293361270141659
2017-08-25,Consumer Defensive,-0.01327577758882491
2017-08-25,Energy,0.0072399128844987766
2017-08-25,Financial Services,-0.007543320926802496
2017-08-25,Healthcare,0.0013986416674454894
2017-08-25,Industrials,0.001072102530264149
2017-08-25,Real Estate,0.008475745616967274
2017-08-25,Technology,0.0009453609629844818
2017-08-25,Utilities,0.006301232716581235
2017-09-01,Basic Materials,0.0062102133434073295
2017-09-01,Communication Services,0.00786377654717495
2017-09-01,Consumer Cyclical,0.013904157460917586
2017-09-01,Consumer Defensive,0.010592107815089567
2017-09-01,Energy,0.02100857948498105
2017-09-01,Financial Services,-0.010880118244074463
2017-09-01,Healthcare,0.017382009912788755
2017-09-01,Industrials,8.189201315319667e-05
2017-09-01,Real Estate,0.011580292417860663
2017-09-01,Technology,0.012447591662130131
2017-09-01,Utilities,-0.0021985854236997652
2017-09-08,Basic Materials,0.005980033780231704
2017-09-08,Communication Services,0.004897193663764258
2017-09-08,Consumer Cyclical,0.0210254601549399
2017-09-08,Consumer Defensive,0.005147846876281493
2017-09-08,Energy,0.019139813751833358
2017-09-08,Financial Services,0.025610460387747617
2017-09-08,Healthcare,0.03281314335528728
2017-09-08,Industrials,0.01752546297013005
2017-09-08,Real Estate,0.006803807568583698
2017-09-08,Technology,0.010228016582921067
2017-09-08,Utilities,-0.0025105789382865377
2017-09-15,Basic Materials,0.006058379591471838
2017-09-15,Communication Services,0.0007738181315254004
2017-09-15,Consumer Cyclical,0.00151847146647845
2017-09-15,Consumer Defensive,-0.00023679577476219227
2017-09-15,Energy,0.027715172258861588
2017-09-15,Financial Services,0.01690573933711051
2017-09-15,Healthcare,-0.011905350028729117
2017-09-15,Industrials,0.017178567916977132
2017-09-15,Real Estate,-0.009456863869472755
2017-09-15,Technology,0.018566313743247582
2017-09-15,Utilities,-0.005070706979575763
2017-09-22,Basic Materials,-0.0014370999249873687
2017-09-22,Communication Services,-0.014369428583648479
2017-09-22,Consumer Cyclical,-0.012908274378806282
2017-09-22,Consumer Defensive,-0.008697473450039902
2017-09-22,Energy,0.01765621353802265
2017-09-22,Financial Services,0.0008512732924067641
2017-09-22,Healthcare,-0.004114594828779712
2017-09-22,Industrials,0.01287451124285932
2017-09-22,Real Estate,-0.012130340407204539
2017-09-22,Technology,-0.03130086390586018
2017-09-22,Utilities,-0.006586263060626941
2017-09-29,Basic Materials,0.027250249740982575
2017-09-29,Communication Services,0.025963778520949696
2017-09-29,Consumer Cyclical,0.014106641238105257
2017-09-29,Consumer Defensive,-0.00445814698631053
2017-09-29,Energy,0.00308439562785526
2017-09-29,Financial Services,0.02839960522480857
2017-09-29,Healthcare,0.016682234444591534
2017-09-29,Industrials,0.013338222149134703
2017-09-29,Real Estate,-0.005345000155015844
2017-09-29,Technology,0.025828917655208776
2017-09-29,Utilities,-0.00681523812088686
2017-10-06,Basic Materials,-0.0010329062217093662
2017-10-06,Communication Services,0.012688943621818712
2017-10-06,Consumer Cyclical,0.013823797797578937
2017-10-06,Consumer Defensive,0.009694022147054095
2017-10-06,Energy,-0.0018154810889583171
2017-10-06,Financial Services,0.008206772328747121
2017-10-06,Healthcare,0.0004538970801767848
2017-10-06,Industrials,0.000914759109940001
2017-10-06,Real Estate,0.010547482867899331
2017-10-06,Technology,0.02151864793157091
2017-10-06,Utilities,0.018331580634902322
2017-10-13,Basic Materials,0.00832146709483708
2017-10-13,Communication Services,0.012763907768169965
2017-10-13,Consumer Cyclical,0.0036543182093602584
2017-10-13,Consumer Defensive,0.010468981637706945
2017-10-13,Energy,-0.0010313394727337814
2017-10-13,Financial Services,-0.0027215287553492254
2017-10-13,Healthcare,0.005066217951962423
2017-10-13,Industrials,0.004966573315266317
2017-10-13,Real Estate,0.01061040005079482
2017-10-13,Technology,0.014823154971878916
2017-10-13,Utilities,0.009610386981211414
2017-10-20,Basic Materials,0.014376558618825547
2017-10-20,Communication Services,-0.017310840854673024
2017-10-20,Consumer Cyclical,-0.012396711690271945
2017-10-20,Consumer Defensive,-0.0083746105729514
2017-10-20,Energy,-0.013148738889152743
2017-10-20,Financial Services,0.021012651416394
2017-10-20,Healthcare,0.009427885423991754
2017-10-20,Industrials,0.009160123859383145
2017-10-20,Real Estate,-0.011915250171105136
2017-10-20,Technology,0.012164346409170957
2017-10-20,Utilities,0.008994379943297793
2017-10-27,Basic Materials,-0.009162632701314238
2017-10-27,Communication Services,0.02726681536157556
2017-10-27,Consumer Cyclical,0.01399296998913188
2017-10-27,Consumer Defensive,-0.00829824015909897
2017-10-27,Energy,0.004721217682414276
2017-10-27,Financial Services,-0.005497507525419299
2017-10-27,Healthcare,-0.022629990298338603
2017-10-27,Industrials,-0.01281330359437075
2017-10-27,Real Estate,0.0024534589290692056
2017-10-27,Technology,0.030308052682530628
2017-10-27,Utilities,0.0060288815437969144
2017-11-03,Basic Materials,0.005127152557282956
2017-11-03,Communication Services,0.0021939832064092543
2017-11-03,Consumer Cyclical,-0.016886886578308488
2017-11-03,Consumer Defensive,0.004682409733898838
2017-11-03,Energy,0.029243449460225814
2017-11-03,Financial Services,-0.0019466314563056691
2017-11-03,Healthcare,0.00927557270837261
2017-11-03,Industrials,0.004591216697864525
2017-11-03,Real Estate,0.030309750168634488
2017-11-03,Technology,0.018631450805638935
2017-11-03,Utilities,0.008968633776801632
2017-11-10,Basic Materials,-0.010396916172103858
2017-11-10,Communication Services,-0.005019502601690792
2017-11-10,Consumer Cyclical,0.010816323247809229
2017-11-10,Consumer Defensive,0.02820426727037231
2017-11-10,Energy,-0.027844646033497514
2017-11-10,Financial Services,-0.0099840319136058
2017-11-10,Healthcare,-0.0067652664839135505
2017-11-10,Industrials,-0.02348653987671706
2017-11-10,Real Estate,0.006851605626533759
2017-11-10,Technology,-0.005528003343944859
2017-11-10,Utilities,0.01605782246263466
2017-11-17,Basic Materials,0.009118328122979032
2017-11-17,Communication Services,0.013636051132052943
2017-11-17,Consumer Cyclical,0.01945782384285299
2017-11-17,Consumer Defensive,0.005061292857252366
2017-11-17,Energy,-0.009211160363943458
2017-11-17,Financial Services,0.010657959477188887
2017-11-17,Healthcare,0.009597581647708558
2017-11-17,Industrials,0.008566568584840116
2017-11-17,Real Estate,-0.004935250936409066
2017-11-17,Technology,0.01845762448270632
2017-11-17,Utilities,-0.014680738366992878
2017-11-24,Basic Materials,0.010743236444961444
2017-11-24,Communication Services,0.012048868191629255
2017-11-24,Consumer Cyclical,0.01549836901885905
2017-11-24,Consumer Defensive,0.005826259746603753
2017-11-24,Energy,0.0052835980538889354
2017-11-24,Financial Services,0.016885722691806302
2017-11-24,Healthcare,0.007955372536656619
2017-11-24,Industrials,0.020114698174964224
2017-11-24,Real Estate,-0.005567603432726825
2017-11-24,Technology,-0.0005657630287557563
2017-11-24,Utilities,0.009595921672794171
2017-12-01,Basic Materials,-0.0005965532314787113
2017-12-01,Communication Services,-0.030937382661270434
2017-12-01,Consumer Cyclical,0.0002827793192141103
2017-12-01,Consumer Defensive,0.030597152855575713
2017-12-01,Energy,0.02502637472418493
2017-12-01,Financial Services,0.019089165765271306
2017-12-01,Healthcare,-0.005067919124467323
2017-12-01,Industrials,0.008583129946618093
2017-12-01,Real Estate,-0.01905393343371971
2017-12-01,Technology,-0.053120276511021275
2017-12-01,Utilities,-0.015383979821301123
2017-12-08,Basic Materials,0.00971253707585647
2017-12-08,Communication Services,0.024901882130221112
2017-12-08,Consumer Cyclical,0.020978675754447205
2017-12-08,Consumer Defensive,-0.002632751547917798
2017-12-08,Energy,0.004664084320857246
2017-12-08,Financial Services,0.01933518509333637
2017-12-08,Healthcare,0.015783042435404408
2017-12-08,Industrials,0.014468727314239812
2017-12-08,Real Estate,0.01134292260024732
2017-12-08,Technology,0.015679307792212802
2017-12-08,Utilities,-0.004186974592847437
2017-12-15,Basic Materials,0.02004993635485339
2017-12-15,Communication Services,0.020441211280950174
2017-12-15,Consumer Cyclical,0.010594936582131719
2017-12-15,Consumer Defensive,0.014626019086980056
2017-12-15,Energy,0.005637941077953297
2017-12-15,Financial Services,-0.004807092556470477
2017-12-15,Healthcare,0.004764710168239461
2017-12-15,Industrials,0.012148192346144854
2017-12-15,Real Estate,-0.013221032772967446
2017-12-15,Technology,0.016978544127183713
2017-12-15,Utilities,-0.022680329995129776
2017-12-22,Basic Materials,0.01925380714729886
2017-12-22,Communication Services,-0.008700125630339879
2017-12-22,Consumer Cyclical,-0.006042439206833513
2017-12-22,Consumer Defensive,-0.001778816491883931
2017-12-22,Energy,0.04060085761929953
2017-12-22,Financial Services,0.0006546259826091972
2017-12-22,Healthcare,-0.00738905686325811
2017-12-22,Industrials,0.008828474303307169
2017-12-22,Real Estate,-0.0012034321909068523
2017-12-22,Technology,-0.009955235858610651
2017-12-22,Utilities,-0.017140537034551574
2017-12-29,Basic Materials,0.020318269217763918
2017-12-29,Communication Services,0.01752102713520854
2017-12-29,Consumer Cyclical,0.005204869599825566
2017-12-29,Consumer Defensive,-0.0043241102727697225
2017-12-29,Energy,0.0128352790228743
2017-12-29,Financial Services,-0.0003606140491884508
2017-12-29,Healthcare,0.005841798564748044
2017-12-29,Industrials,0.008592236714737638
2017-12-29,Real Estate,0.002569750855377099
2017-12-29,Technology,0.011926729415395613
2017-12-29,Utilities,0.0012566695919280892
2018-01-05,Basic Materials,0.0114836024948575
2018-01-05,Communication Services,0.02523705176029669
2018-01-05,Consumer Cyclical,0.029873204607494458
2018-01-05,Consumer Defensive,0.006557327775469754
2018-01-05,Energy,0.024314542517803284
2018-01-05,Financial Services,0.028021896587481006
2018-01-05,Healthcare,0.028907537288755593
2018-01-05,Industrials,0.02912902994362909
2018-01-05,Real Estate,-0.014521914981706983
2018-01-05,Technology,0.03396492582046764
2018-01-05,Utilities,-0.014186576291866333
2018-01-12,Basic Materials,0.0046786844822088855
2018-01-12,Communication Services,0.0010143460370007802
2018-01-12,Consumer Cyclical,0.017604195538769653
2018-01-12,Consumer Defensive,0.002050088106913839
2018-01-12,Energy,0.016833842840154264
2018-01-12,Financial Services,0.018995866627444097
2018-01-12,Healthcare,0.015606261236167056
2018-01-12,Industrials,0.009481346611505506
2018-01-12,Real Estate,-0.023175005571284924
2018-01-12,Technology,0.0026231741074283672
2018-01-12,Utilities,-0.020993240701715453
2018-01-19,Basic Materials,0.0034113188098418524
2018-01-19,Communication Services,0.045297196751676136
2018-01-19,Consumer Cyclical,0.030888243067371163
2018-01-19,Consumer Defensive,0.0254010854177316
2018-01-19,Energy,0.01814632448171297
2018-01-19,Financial Services,0.022620596087583014
2018-01-19,Healthcare,0.016735746318318184
2018-01-19,Industrials,0.001338752763209284
2018-01-19,Real Estate,0.026827508791412314
2018-01-19,Technology,0.034116869277031246
2018-01-19,Utilities,0.008949336867555155
2018-01-26,Basic Materials,-0.0031562387184727266
2018-01-26,Communication Services,0.00603870182230655
2018-01-26,Consumer Cyclical,-0.0034631811060061224
2018-01-26,Consumer Defensive,0.0019279317344712374
2018-01-26,Energy,-0.04405524880849558
2018-01-26,Financial Services,-0.002574325766657376
2018-01-26,Healthcare,0.014858390002648937
2018-01-26,Industrials,-0.0034826458407907403
2018-01-26,Real Estate,-0.019892616990113566
2018-01-26,Technology,-0.02126706329020351
2018-01-26,Utilities,-0.0005887853094807815
2018-02-02,Basic Materials,-0.045967430684327584
2018-02-02,Communication Services,-0.05051595767738377
2018-02-02,Consumer Cyclical,-0.031630694306528484
2018-02-02,Consumer Defensive,-0.054008653784913166
2018-02-02,Energy,-0.060162754889626434
2018-02-02,Financial Services,-0.037560934973745734
2018-02-02,Healthcare,-0.06453911914138077
2018-02-02,Industrials,-0.047955387390480816
2018-02-02,Real Estate,-0.03476373044974458
2018-02-02,Technology,-0.033258052839976404
2018-02-02,Utilities,-0.04005505654726542
2018-02-09,Basic Materials,-0.007078797090115356
2018-02-09,Communication Services,-0.03444435955306781
2018-02-09,Consumer Cyclical,-0.023342437619856247
2018-02-09,Consumer Defensive,-0.0058203681060510284
2018-02-09,Energy,-0.032757708282122044
2018-02-09,Financial Services,-0.007766073345771895
2018-02-09,Healthcare,-0.01190061473264794
2018-02-09,Industrials,-0.014092390146754369
2018-02-09,Real Estate,-0.0065660211495820325
2018-02-09,Technology,1.613580734074924e-05
2018-02-09,Utilities,0.012290777325872443
2018-02-16,Basic Materials,0.014056409679349954
2018-02-16,Communication Services,0.034333298043048625
2018-02-16,Consumer Cyclical,0.021383481940131257
2018-02-16,Consumer Defensive,-0.00717344604079694
2018-02-16,Energy,0.006057101103822643
2018-02-16,Financial Services,0.02712532760895103
2018-02-16,Healthcare,0.021001045488620973
2018-02-16,Industrials,0.01719168864363394
2018-02-16,Real Estate,-0.0024606947546558016
2018-02-16,Technology,0.0413739161618058
2018-02-16,Utilities,0.007245798603482358
2018-02-23,Basic Materials,-0.00039895474233716914
2018-02-23,Communication Services,0.014991107555708694
2018-02-23,Consumer Cyclical,0.008627162200495737
2018-02-23,Consumer Defensive,-0.0035212921805223498
2018-02-23,Energy,0.007965798322481035
2018-02-23,Financial Services,0.01384136072199743
2018-02-23,Healthcare,0.012486316600774889
2018-02-23,Industrials,0.013657912994314384
2018-02-23,Real Estate,-0.007750549253729551
2018-02-23,Technology,0.016535277608459548
2018-02-23,Utilities,0.0007379889367361622
2018-03-02,Basic Materials,-0.0015709851572583895
2018-03-02,Communication Services,-7.370654591970212e-05
2018-03-02,Consumer Cyclical,-0.007544782266783109
2018-03-02,Consumer Defensive,-0.0007601058681898773
2018-03-02,Energy,-0.008109463833341704
2018-03-02,Financial Services,-0.009744748393071207
2018-03-02,Healthcare,-0.010337074769224111
2018-03-02,Industrials,-0.01016650714252053
2018-03-02,Real Estate,0.0101140077979006
2018-03-02,Technology,0.0030666480998915264
2018-03-02,Utilities,0.0013985595375715736
2018-03-09,Basic Materials,0.014722168174075847
2018-03-09,Communication Services,0.017767942761849065
2018-03-09,Consumer Cyclical,0.0169579195240268
2018-03-09,Consumer Defensive,-0.0005886696741701816
2018-03-09,Energy,0.008427769510311814
2018-03-09,Financial Services,0.013639491029691381
2018-03-09,Healthcare,0.025420940393933954
2018-03-09,Industrials,0.009680466376808597
2018-03-09,Real Estate,0.025300873673202336
2018-03-09,Technology,0.024501157850440453
2018-03-09,Utilities,0.01044381768084776
2018-03-16,Basic Materials,-0.029696566917093176
2018-03-16,Communication Services,-0.041797532103413644
2018-03-16,Consumer Cyclical,-0.01789669552573427
2018-03-16,Consumer Defensive,-0.020637402797917453
2018-03-16,Energy,-0.011557489051465851
2018-03-16,Financial Services,-0.009688968293904218
2018-03-16,Healthcare,-0.023343564105424867
2018-03-16,Industrials,-0.008051989499347021
2018-03-16,Real Estate,-0.0038326705912300712
2018-03-16,Technology,-0.019611727016162588
2018-03-16,Utilities,0.008159591423709143
2018-03-23,Basic Materials,-0.021401489364626828
2018-03-23,Communication Services,-0.07239653709273085
2018-03-23,Consumer Cyclical,-0.041474213409467074
2018-03-23,Consumer Defensive,-0.018528043175880443
2018-03-23,Energy,0.003833926784843922
2018-03-23,Financial Services,-0.054842259504374234
2018-03-23,Healthcare,-0.04724861625953777
2018-03-23,Industrials,-0.03341521668670608
2018-03-23,Real Estate,-0.011710839522807544
2018-03-23,Technology,-0.05039258716182427
2018-03-23,Utilities,0.010526067869351584
2018-03-30,Basic Materials,-0.0003504071820882069
2018-03-30,Communication Services,0.004397500759186242
2018-03-30,Consumer Cyclical,-0.018175884161898706
2018-03-30,Consumer Defensive,0.010106473502772773
2018-03-30,Energy,-0.0005571829787442213
2018-03-30,Financial Services,0.005497777265550274
2018-03-30,Healthcare,0.005387832117303985
2018-03-30,Industrials,0.002484122877865255
2018-03-30,Real Estate,0.007066456145579316
2018-03-30,Technology,-0.0065434406048392535
2018-03-30,Utilities,0.0022383512208251416
2018-04-06,Basic Materials,0.01977477085322026
2018-04-06,Communication Services,0.030017803541430615
2018-04-06,Consumer Cyclical,0.03306828029379788
2018-04-06,Consumer Defensive,0.008401718497309444
2018-04-06,Energy,0.03228110905365068
2018-04-06,Financial Services,0.012131909683015463
2018-04-06,Healthcare,0.01762733767568818
2018-04-06,Industrials,-0.0010873511536603159
2018-04-06,Real Estate,0.000774484976525976
2018-04-06,Technology,0.017759201819327892
2018-04-06,Utilities,-0.0040045891810232105
2018-04-13,Basic Materials,0.02840080074542489
2018-04-13,Communication Services,0.03510527806445102
2018-04-13,Consumer Cyclical,0.005699000854823857
2018-04-13,Consumer Defensive,0.017736182263228217
2018-04-13,Energy,0.03607588382861415
2018-04-13,Financial Services,0.0028288040934201235
2018-04-13,Healthcare,0.015238852765117635
2018-04-13,Industrials,0.02151556848576904
2018-04-13,Real Estate,0.01236148967836353
2018-04-13,Technology,0.032742374762112635
2018-04-13,Utilities,0.01875655942830013
2018-04-20,Basic Materials,-0.04127275460499224
2018-04-20,Communication Services,-0.0448046660316516
2018-04-20,Consumer Cyclical,-0.015376004602782118
2018-04-20,Consumer Defensive,-0.05978535528109913
2018-04-20,Energy,0.004656616106356325
2018-04-20,Financial Services,-0.0027884532866822914
2018-04-20,Healthcare,-0.014451938984651325
2018-04-20,Industrials,-0.022716882377380315
2018-04-20,Real Estate,-0.02277055783525313
2018-04-20,Technology,-0.058576460806664524
2018-04-20,Utilities,-0.00492470097574418
2018-04-27,Basic Materials,-0.007275968449357697
2018-04-27,Communication Services,0.022069963882416808
2018-04-27,Consumer Cyclical,0.035439261767493256
2018-04-27,Consumer Defensive,-0.0012766956514755675
2018-04-27,Energy,0.008005930306523433
2018-04-27,Financial Services,-0.0012925689603378043
2018-04-27,Healthcare,0.00831603802173921
2018-04-27,Industrials,-0.016492531711305238
2018-04-27,Real Estate,0.026051354581280776
2018-04-27,Technology,0.019045898406648384
2018-04-27,Utilities,0.013543028724341398
2018-05-04,Basic Materials,0.017608242191506238
2018-05-04,Communication Services,0.012367942896229191
2018-05-04,Consumer Cyclical,0.002981888769307301
2018-05-04,Consumer Defensive,-0.015564658925039443
2018-05-04,Energy,0.020401316957869415
2018-05-04,Financial Services,0.013252306670457906
2018-05-04,Healthcare,-0.017810873026379338
2018-05-04,Industrials,0.016737292299837038
2018-05-04,Real Estate,0.0006337101728254687
2018-05-04,Technology,0.04099393702399898
2018-05-04,Utilities,-0.021479425315941336
2018-05-11,Basic Materials,0.014494082549060148
2018-05-11,Communication Services,0.022792055393432584
2018-05-11,Consumer Cyclical,-0.00923612703062899
2018-05-11,Consumer Defensive,0.0005626780404806057
2018-05-11,Energy,0.028202781625258275
2018-05-11,Financial Services,0.015209263712716638
2018-05-11,Healthcare,0.02618991886434954
2018-05-11,Industrials,0.01763045455949803
2018-05-11,Real Estate,-0.005639757649576985
2018-05-11,Technology,0.012154734815621673
2018-05-11,Utilities,-0.005181627322778007
